Index,Bacteria/Host species,Download link
Bacteria,Lactobacillus gasseri,wget https://gmpsdb.cn/api/download/bacteria/5382/download/ -O BACTERIA_Lactobacillus_gasseri.tar.gz
Bacteria,Lactobacillus helveticus,wget https://gmpsdb.cn/api/download/bacteria/5383/download/ -O BACTERIA_Lactobacillus_helveticus.tar.gz
Bacteria,Lactobacillus hominis DSM 23910 = CRBIP 24.179,wget https://gmpsdb.cn/api/download/bacteria/5384/download/ -O BACTERIA_Lactobacillus_hominis_DSM_23910_=_CRBIP_24.179.tar.gz
Bacteria,Lactobacillus iners,wget https://gmpsdb.cn/api/download/bacteria/5385/download/ -O BACTERIA_Lactobacillus_iners.tar.gz
Bacteria,Lactobacillus jensenii,wget https://gmpsdb.cn/api/download/bacteria/5386/download/ -O BACTERIA_Lactobacillus_jensenii.tar.gz
Bacteria,Lactobacillus johnsonii,wget https://gmpsdb.cn/api/download/bacteria/5387/download/ -O BACTERIA_Lactobacillus_johnsonii.tar.gz
Bacteria,Lactobacillus ultunensis,wget https://gmpsdb.cn/api/download/bacteria/5388/download/ -O BACTERIA_Lactobacillus_ultunensis.tar.gz
Bacteria,Lactococcus garvieae,wget https://gmpsdb.cn/api/download/bacteria/5389/download/ -O BACTERIA_Lactococcus_garvieae.tar.gz
Bacteria,Lactococcus lactis,wget https://gmpsdb.cn/api/download/bacteria/5390/download/ -O BACTERIA_Lactococcus_lactis.tar.gz
Bacteria,Lactococcus petauri,wget https://gmpsdb.cn/api/download/bacteria/5391/download/ -O BACTERIA_Lactococcus_petauri.tar.gz
Bacteria,Lactococcus raffinolactis,wget https://gmpsdb.cn/api/download/bacteria/5392/download/ -O BACTERIA_Lactococcus_raffinolactis.tar.gz
Bacteria,Lactonifactor longoviformis,wget https://gmpsdb.cn/api/download/bacteria/5393/download/ -O BACTERIA_Lactonifactor_longoviformis.tar.gz
Bacteria,Lagierella massiliensis,wget https://gmpsdb.cn/api/download/bacteria/5394/download/ -O BACTERIA_Lagierella_massiliensis.tar.gz
Bacteria,Lancefieldella parvula,wget https://gmpsdb.cn/api/download/bacteria/5395/download/ -O BACTERIA_Lancefieldella_parvula.tar.gz
Bacteria,Lancefieldella rimae,wget https://gmpsdb.cn/api/download/bacteria/5396/download/ -O BACTERIA_Lancefieldella_rimae.tar.gz
Bacteria,Laribacter hongkongensis,wget https://gmpsdb.cn/api/download/bacteria/5397/download/ -O BACTERIA_Laribacter_hongkongensis.tar.gz
Bacteria,Lascolabacillus massiliensis,wget https://gmpsdb.cn/api/download/bacteria/5398/download/ -O BACTERIA_Lascolabacillus_massiliensis.tar.gz
Bacteria,Latilactobacillus curvatus,wget https://gmpsdb.cn/api/download/bacteria/5399/download/ -O BACTERIA_Latilactobacillus_curvatus.tar.gz
Bacteria,Latilactobacillus sakei,wget https://gmpsdb.cn/api/download/bacteria/5400/download/ -O BACTERIA_Latilactobacillus_sakei.tar.gz
Bacteria,Lautropia mirabilis,wget https://gmpsdb.cn/api/download/bacteria/5401/download/ -O BACTERIA_Lautropia_mirabilis.tar.gz
Bacteria,Leminorella grimontii,wget https://gmpsdb.cn/api/download/bacteria/5402/download/ -O BACTERIA_Leminorella_grimontii.tar.gz
Bacteria,Leminorella richardii,wget https://gmpsdb.cn/api/download/bacteria/5403/download/ -O BACTERIA_Leminorella_richardii.tar.gz
Bacteria,Lentilactobacillus buchneri,wget https://gmpsdb.cn/api/download/bacteria/5404/download/ -O BACTERIA_Lentilactobacillus_buchneri.tar.gz
Bacteria,Lentilactobacillus hilgardii,wget https://gmpsdb.cn/api/download/bacteria/5405/download/ -O BACTERIA_Lentilactobacillus_hilgardii.tar.gz
Bacteria,Lentilactobacillus kefiri,wget https://gmpsdb.cn/api/download/bacteria/5406/download/ -O BACTERIA_Lentilactobacillus_kefiri.tar.gz
Bacteria,Lentilactobacillus parafarraginis F0439,wget https://gmpsdb.cn/api/download/bacteria/5407/download/ -O BACTERIA_Lentilactobacillus_parafarraginis_F0439.tar.gz
Bacteria,Lentilactobacillus senioris,wget https://gmpsdb.cn/api/download/bacteria/5408/download/ -O BACTERIA_Lentilactobacillus_senioris.tar.gz
Bacteria,Leptotrichia buccalis,wget https://gmpsdb.cn/api/download/bacteria/5409/download/ -O BACTERIA_Leptotrichia_buccalis.tar.gz
Bacteria,Leuconostoc gelidum,wget https://gmpsdb.cn/api/download/bacteria/5410/download/ -O BACTERIA_Leuconostoc_gelidum.tar.gz
Bacteria,Leuconostoc lactis,wget https://gmpsdb.cn/api/download/bacteria/5411/download/ -O BACTERIA_Leuconostoc_lactis.tar.gz
Bacteria,Leuconostoc mesenteroides,wget https://gmpsdb.cn/api/download/bacteria/5412/download/ -O BACTERIA_Leuconostoc_mesenteroides.tar.gz
Bacteria,Leuconostoc pseudomesenteroides,wget https://gmpsdb.cn/api/download/bacteria/5413/download/ -O BACTERIA_Leuconostoc_pseudomesenteroides.tar.gz
Bacteria,Levilactobacillus brevis,wget https://gmpsdb.cn/api/download/bacteria/5414/download/ -O BACTERIA_Levilactobacillus_brevis.tar.gz
Bacteria,Ligilactobacillus agilis,wget https://gmpsdb.cn/api/download/bacteria/5415/download/ -O BACTERIA_Ligilactobacillus_agilis.tar.gz
Bacteria,Ligilactobacillus animalis,wget https://gmpsdb.cn/api/download/bacteria/5416/download/ -O BACTERIA_Ligilactobacillus_animalis.tar.gz
Bacteria,Ligilactobacillus murinus,wget https://gmpsdb.cn/api/download/bacteria/5417/download/ -O BACTERIA_Ligilactobacillus_murinus.tar.gz
Bacteria,Ligilactobacillus ruminis,wget https://gmpsdb.cn/api/download/bacteria/5418/download/ -O BACTERIA_Ligilactobacillus_ruminis.tar.gz
Bacteria,Ligilactobacillus salivarius,wget https://gmpsdb.cn/api/download/bacteria/5419/download/ -O BACTERIA_Ligilactobacillus_salivarius.tar.gz
Bacteria,Limosilactobacillus antri,wget https://gmpsdb.cn/api/download/bacteria/5420/download/ -O BACTERIA_Limosilactobacillus_antri.tar.gz
Bacteria,Limosilactobacillus coleohominis,wget https://gmpsdb.cn/api/download/bacteria/5421/download/ -O BACTERIA_Limosilactobacillus_coleohominis.tar.gz
Bacteria,Limosilactobacillus fermentum,wget https://gmpsdb.cn/api/download/bacteria/5422/download/ -O BACTERIA_Limosilactobacillus_fermentum.tar.gz
Bacteria,Limosilactobacillus gastricus,wget https://gmpsdb.cn/api/download/bacteria/5423/download/ -O BACTERIA_Limosilactobacillus_gastricus.tar.gz
Bacteria,Limosilactobacillus mucosae,wget https://gmpsdb.cn/api/download/bacteria/5424/download/ -O BACTERIA_Limosilactobacillus_mucosae.tar.gz
Bacteria,Limosilactobacillus oris,wget https://gmpsdb.cn/api/download/bacteria/5425/download/ -O BACTERIA_Limosilactobacillus_oris.tar.gz
Bacteria,Limosilactobacillus reuteri,wget https://gmpsdb.cn/api/download/bacteria/5426/download/ -O BACTERIA_Limosilactobacillus_reuteri.tar.gz
Bacteria,Limosilactobacillus vaginalis,wget https://gmpsdb.cn/api/download/bacteria/5427/download/ -O BACTERIA_Limosilactobacillus_vaginalis.tar.gz
Bacteria,Listeria grayi,wget https://gmpsdb.cn/api/download/bacteria/5428/download/ -O BACTERIA_Listeria_grayi.tar.gz
Bacteria,Listeria innocua,wget https://gmpsdb.cn/api/download/bacteria/5429/download/ -O BACTERIA_Listeria_innocua.tar.gz
Bacteria,Listeria monocytogenes,wget https://gmpsdb.cn/api/download/bacteria/5430/download/ -O BACTERIA_Listeria_monocytogenes.tar.gz
Bacteria,Loigolactobacillus coryniformis,wget https://gmpsdb.cn/api/download/bacteria/5431/download/ -O BACTERIA_Loigolactobacillus_coryniformis.tar.gz
Bacteria,Lysinibacillus fusiformis,wget https://gmpsdb.cn/api/download/bacteria/5432/download/ -O BACTERIA_Lysinibacillus_fusiformis.tar.gz
Bacteria,Lysinibacillus sphaericus,wget https://gmpsdb.cn/api/download/bacteria/5433/download/ -O BACTERIA_Lysinibacillus_sphaericus.tar.gz
Bacteria,Marvinbryantia formatexigens,wget https://gmpsdb.cn/api/download/bacteria/5434/download/ -O BACTERIA_Marvinbryantia_formatexigens.tar.gz
Bacteria,Massilibacterium senegalense,wget https://gmpsdb.cn/api/download/bacteria/5435/download/ -O BACTERIA_Massilibacterium_senegalense.tar.gz
Bacteria,Massilimaliae timonensis,wget https://gmpsdb.cn/api/download/bacteria/5436/download/ -O BACTERIA_Massilimaliae_timonensis.tar.gz
Bacteria,Massilioclostridium coli,wget https://gmpsdb.cn/api/download/bacteria/5437/download/ -O BACTERIA_Massilioclostridium_coli.tar.gz
Bacteria,Mediterraneibacter faecis,wget https://gmpsdb.cn/api/download/bacteria/5438/download/ -O BACTERIA_Mediterraneibacter_faecis.tar.gz
Bacteria,Mediterraneibacter glycyrrhizinilyticus,wget https://gmpsdb.cn/api/download/bacteria/5439/download/ -O BACTERIA_Mediterraneibacter_glycyrrhizinilyticus.tar.gz
Bacteria,Mediterraneibacter massiliensis,wget https://gmpsdb.cn/api/download/bacteria/5440/download/ -O BACTERIA_Mediterraneibacter_massiliensis.tar.gz
Bacteria,Megamonas funiformis,wget https://gmpsdb.cn/api/download/bacteria/5441/download/ -O BACTERIA_Megamonas_funiformis.tar.gz
Bacteria,Megamonas hypermegale,wget https://gmpsdb.cn/api/download/bacteria/5442/download/ -O BACTERIA_Megamonas_hypermegale.tar.gz
Bacteria,Megasphaera elsdenii,wget https://gmpsdb.cn/api/download/bacteria/5443/download/ -O BACTERIA_Megasphaera_elsdenii.tar.gz
Bacteria,Megasphaera massiliensis,wget https://gmpsdb.cn/api/download/bacteria/5444/download/ -O BACTERIA_Megasphaera_massiliensis.tar.gz
Bacteria,Merdimonas faecis,wget https://gmpsdb.cn/api/download/bacteria/5445/download/ -O BACTERIA_Merdimonas_faecis.tar.gz
Bacteria,Mesorhizobium japonicum,wget https://gmpsdb.cn/api/download/bacteria/5446/download/ -O BACTERIA_Mesorhizobium_japonicum.tar.gz
Bacteria,Mesosutterella multiformis,wget https://gmpsdb.cn/api/download/bacteria/5447/download/ -O BACTERIA_Mesosutterella_multiformis.tar.gz
Bacteria,Metamycoplasma hominis,wget https://gmpsdb.cn/api/download/bacteria/5448/download/ -O BACTERIA_Metamycoplasma_hominis.tar.gz
Bacteria,Methylobacterium mesophilicum,wget https://gmpsdb.cn/api/download/bacteria/5449/download/ -O BACTERIA_Methylobacterium_mesophilicum.tar.gz
Bacteria,Methylobacterium radiotolerans,wget https://gmpsdb.cn/api/download/bacteria/5450/download/ -O BACTERIA_Methylobacterium_radiotolerans.tar.gz
Bacteria,Methylorubrum populi,wget https://gmpsdb.cn/api/download/bacteria/5451/download/ -O BACTERIA_Methylorubrum_populi.tar.gz
Bacteria,Methyloversatilis universalis,wget https://gmpsdb.cn/api/download/bacteria/5452/download/ -O BACTERIA_Methyloversatilis_universalis.tar.gz
Bacteria,Microbacterium gubbeenense,wget https://gmpsdb.cn/api/download/bacteria/5453/download/ -O BACTERIA_Microbacterium_gubbeenense.tar.gz
Bacteria,Microbacterium oleivorans,wget https://gmpsdb.cn/api/download/bacteria/5454/download/ -O BACTERIA_Microbacterium_oleivorans.tar.gz
Bacteria,Microbacterium paraoxydans,wget https://gmpsdb.cn/api/download/bacteria/5455/download/ -O BACTERIA_Microbacterium_paraoxydans.tar.gz
Bacteria,Micrococcus luteus,wget https://gmpsdb.cn/api/download/bacteria/5456/download/ -O BACTERIA_Micrococcus_luteus.tar.gz
Bacteria,Micromonospora aurantiaca,wget https://gmpsdb.cn/api/download/bacteria/5457/download/ -O BACTERIA_Micromonospora_aurantiaca.tar.gz
Bacteria,Microvirga massiliensis,wget https://gmpsdb.cn/api/download/bacteria/5458/download/ -O BACTERIA_Microvirga_massiliensis.tar.gz
Bacteria,Mitsuokella jalaludinii,wget https://gmpsdb.cn/api/download/bacteria/5459/download/ -O BACTERIA_Mitsuokella_jalaludinii.tar.gz
Bacteria,Mitsuokella multacida,wget https://gmpsdb.cn/api/download/bacteria/5460/download/ -O BACTERIA_Mitsuokella_multacida.tar.gz
Bacteria,Mobilicoccus massiliensis,wget https://gmpsdb.cn/api/download/bacteria/5461/download/ -O BACTERIA_Mobilicoccus_massiliensis.tar.gz
Bacteria,Mobiluncus curtisii,wget https://gmpsdb.cn/api/download/bacteria/5462/download/ -O BACTERIA_Mobiluncus_curtisii.tar.gz
Bacteria,Moellerella wisconsensis,wget https://gmpsdb.cn/api/download/bacteria/5463/download/ -O BACTERIA_Moellerella_wisconsensis.tar.gz
Bacteria,Mogibacterium timidum,wget https://gmpsdb.cn/api/download/bacteria/5464/download/ -O BACTERIA_Mogibacterium_timidum.tar.gz
Bacteria,Monoglobus pectinilyticus,wget https://gmpsdb.cn/api/download/bacteria/5465/download/ -O BACTERIA_Monoglobus_pectinilyticus.tar.gz
Bacteria,Moraxella catarrhalis,wget https://gmpsdb.cn/api/download/bacteria/5466/download/ -O BACTERIA_Moraxella_catarrhalis.tar.gz
Bacteria,Morganella morganii,wget https://gmpsdb.cn/api/download/bacteria/5467/download/ -O BACTERIA_Morganella_morganii.tar.gz
Bacteria,Murdochiella massiliensis,wget https://gmpsdb.cn/api/download/bacteria/5468/download/ -O BACTERIA_Murdochiella_massiliensis.tar.gz
Bacteria,Murdochiella vaginalis,wget https://gmpsdb.cn/api/download/bacteria/5469/download/ -O BACTERIA_Murdochiella_vaginalis.tar.gz
Bacteria,Muribaculaceae bacterium,wget https://gmpsdb.cn/api/download/bacteria/5470/download/ -O BACTERIA_Muribaculaceae_bacterium.tar.gz
Bacteria,Murimonas intestini,wget https://gmpsdb.cn/api/download/bacteria/5471/download/ -O BACTERIA_Murimonas_intestini.tar.gz
Bacteria,Mycobacterium avium,wget https://gmpsdb.cn/api/download/bacteria/5472/download/ -O BACTERIA_Mycobacterium_avium.tar.gz
Bacteria,Mycobacterium tuberculosis BTB08-362,wget https://gmpsdb.cn/api/download/bacteria/5473/download/ -O BACTERIA_Mycobacterium_tuberculosis_BTB08-362.tar.gz
Bacteria,Mycoplasma pneumoniae,wget https://gmpsdb.cn/api/download/bacteria/5474/download/ -O BACTERIA_Mycoplasma_pneumoniae.tar.gz
Bacteria,Neglectibacter timonensis,wget https://gmpsdb.cn/api/download/bacteria/5475/download/ -O BACTERIA_Neglectibacter_timonensis.tar.gz
Bacteria,Neisseria cinerea,wget https://gmpsdb.cn/api/download/bacteria/5476/download/ -O BACTERIA_Neisseria_cinerea.tar.gz
Bacteria,Neisseria elongata,wget https://gmpsdb.cn/api/download/bacteria/5477/download/ -O BACTERIA_Neisseria_elongata.tar.gz
Bacteria,Neisseria flavescens,wget https://gmpsdb.cn/api/download/bacteria/5478/download/ -O BACTERIA_Neisseria_flavescens.tar.gz
Bacteria,Neisseria gonorrhoeae,wget https://gmpsdb.cn/api/download/bacteria/5479/download/ -O BACTERIA_Neisseria_gonorrhoeae.tar.gz
Bacteria,Neisseria macacae,wget https://gmpsdb.cn/api/download/bacteria/5480/download/ -O BACTERIA_Neisseria_macacae.tar.gz
Bacteria,Neisseria mucosa,wget https://gmpsdb.cn/api/download/bacteria/5481/download/ -O BACTERIA_Neisseria_mucosa.tar.gz
Bacteria,Neisseria subflava,wget https://gmpsdb.cn/api/download/bacteria/5482/download/ -O BACTERIA_Neisseria_subflava.tar.gz
Bacteria,Neobacillus jeddahensis,wget https://gmpsdb.cn/api/download/bacteria/5483/download/ -O BACTERIA_Neobacillus_jeddahensis.tar.gz
Bacteria,Neofamilia massiliensis,wget https://gmpsdb.cn/api/download/bacteria/5484/download/ -O BACTERIA_Neofamilia_massiliensis.tar.gz
Bacteria,Nesterenkonia massiliensis,wget https://gmpsdb.cn/api/download/bacteria/5485/download/ -O BACTERIA_Nesterenkonia_massiliensis.tar.gz
Bacteria,Nevskia ramosa,wget https://gmpsdb.cn/api/download/bacteria/5486/download/ -O BACTERIA_Nevskia_ramosa.tar.gz
Bacteria,Niallia nealsonii,wget https://gmpsdb.cn/api/download/bacteria/5487/download/ -O BACTERIA_Niallia_nealsonii.tar.gz
Bacteria,Nigerium massiliense,wget https://gmpsdb.cn/api/download/bacteria/5488/download/ -O BACTERIA_Nigerium_massiliense.tar.gz
Bacteria,Nocardioides massiliensis,wget https://gmpsdb.cn/api/download/bacteria/5489/download/ -O BACTERIA_Nocardioides_massiliensis.tar.gz
Bacteria,Nosocomiicoccus massiliensis,wget https://gmpsdb.cn/api/download/bacteria/5490/download/ -O BACTERIA_Nosocomiicoccus_massiliensis.tar.gz
Bacteria,Noviherbaspirillum massiliense JC206,wget https://gmpsdb.cn/api/download/bacteria/5491/download/ -O BACTERIA_Noviherbaspirillum_massiliense_JC206.tar.gz
Bacteria,Numidum massiliense,wget https://gmpsdb.cn/api/download/bacteria/5492/download/ -O BACTERIA_Numidum_massiliense.tar.gz
Bacteria,Oceanobacillus jeddahense,wget https://gmpsdb.cn/api/download/bacteria/5493/download/ -O BACTERIA_Oceanobacillus_jeddahense.tar.gz
Bacteria,Oceanobacillus massiliensis str. N_diop,wget https://gmpsdb.cn/api/download/bacteria/5494/download/ -O BACTERIA_Oceanobacillus_massiliensis_str._N_diop.tar.gz
Bacteria,Oceanobacillus picturae,wget https://gmpsdb.cn/api/download/bacteria/5495/download/ -O BACTERIA_Oceanobacillus_picturae.tar.gz
Bacteria,Odoribacter laneus,wget https://gmpsdb.cn/api/download/bacteria/5496/download/ -O BACTERIA_Odoribacter_laneus.tar.gz
Bacteria,Odoribacter sp. AF21-41,wget https://gmpsdb.cn/api/download/bacteria/5497/download/ -O BACTERIA_Odoribacter_sp._AF21-41.tar.gz
Bacteria,Odoribacter splanchnicus,wget https://gmpsdb.cn/api/download/bacteria/5498/download/ -O BACTERIA_Odoribacter_splanchnicus.tar.gz
Bacteria,Olegusella massiliensis,wget https://gmpsdb.cn/api/download/bacteria/5499/download/ -O BACTERIA_Olegusella_massiliensis.tar.gz
Bacteria,Olsenella profusa,wget https://gmpsdb.cn/api/download/bacteria/5500/download/ -O BACTERIA_Olsenella_profusa.tar.gz
Bacteria,Olsenella timonensis,wget https://gmpsdb.cn/api/download/bacteria/5501/download/ -O BACTERIA_Olsenella_timonensis.tar.gz
Bacteria,Olsenella uli,wget https://gmpsdb.cn/api/download/bacteria/5502/download/ -O BACTERIA_Olsenella_uli.tar.gz
Bacteria,Oribacterium sinus,wget https://gmpsdb.cn/api/download/bacteria/5503/download/ -O BACTERIA_Oribacterium_sinus.tar.gz
Bacteria,Oscillibacter sp. KLE 1728,wget https://gmpsdb.cn/api/download/bacteria/5504/download/ -O BACTERIA_Oscillibacter_sp._KLE_1728.tar.gz
Bacteria,Oscillibacter sp. KLE 1745,wget https://gmpsdb.cn/api/download/bacteria/5505/download/ -O BACTERIA_Oscillibacter_sp._KLE_1745.tar.gz
Bacteria,Oxalobacter formigenes,wget https://gmpsdb.cn/api/download/bacteria/5506/download/ -O BACTERIA_Oxalobacter_formigenes.tar.gz
Bacteria,Paenibacillus alvei,wget https://gmpsdb.cn/api/download/bacteria/5507/download/ -O BACTERIA_Paenibacillus_alvei.tar.gz
Bacteria,Paenibacillus antibioticophila,wget https://gmpsdb.cn/api/download/bacteria/5508/download/ -O BACTERIA_Paenibacillus_antibioticophila.tar.gz
Bacteria,Paenibacillus barengoltzii,wget https://gmpsdb.cn/api/download/bacteria/5509/download/ -O BACTERIA_Paenibacillus_barengoltzii.tar.gz
Bacteria,Paenibacillus daejeonensis,wget https://gmpsdb.cn/api/download/bacteria/5510/download/ -O BACTERIA_Paenibacillus_daejeonensis.tar.gz
Bacteria,Paenibacillus graminis,wget https://gmpsdb.cn/api/download/bacteria/5511/download/ -O BACTERIA_Paenibacillus_graminis.tar.gz
Bacteria,Paenibacillus ihuae,wget https://gmpsdb.cn/api/download/bacteria/5512/download/ -O BACTERIA_Paenibacillus_ihuae.tar.gz
Bacteria,Paenibacillus ihumii,wget https://gmpsdb.cn/api/download/bacteria/5513/download/ -O BACTERIA_Paenibacillus_ihumii.tar.gz
Bacteria,Paenibacillus lactis,wget https://gmpsdb.cn/api/download/bacteria/5514/download/ -O BACTERIA_Paenibacillus_lactis.tar.gz
Bacteria,Paenibacillus odorifer,wget https://gmpsdb.cn/api/download/bacteria/5515/download/ -O BACTERIA_Paenibacillus_odorifer.tar.gz
Bacteria,Paenibacillus phocaensis,wget https://gmpsdb.cn/api/download/bacteria/5516/download/ -O BACTERIA_Paenibacillus_phocaensis.tar.gz
Bacteria,Paenibacillus polymyxa,wget https://gmpsdb.cn/api/download/bacteria/5517/download/ -O BACTERIA_Paenibacillus_polymyxa.tar.gz
Bacteria,Paenibacillus rubinfantis,wget https://gmpsdb.cn/api/download/bacteria/5518/download/ -O BACTERIA_Paenibacillus_rubinfantis.tar.gz
Bacteria,Paenibacillus senegalensis JC66,wget https://gmpsdb.cn/api/download/bacteria/5519/download/ -O BACTERIA_Paenibacillus_senegalensis_JC66.tar.gz
Bacteria,Paenibacillus senegalimassiliensis,wget https://gmpsdb.cn/api/download/bacteria/5520/download/ -O BACTERIA_Paenibacillus_senegalimassiliensis.tar.gz
Bacteria,Paenibacillus sp. HGF5,wget https://gmpsdb.cn/api/download/bacteria/5521/download/ -O BACTERIA_Paenibacillus_sp._HGF5.tar.gz
Bacteria,Paenibacillus thiaminolyticus,wget https://gmpsdb.cn/api/download/bacteria/5522/download/ -O BACTERIA_Paenibacillus_thiaminolyticus.tar.gz
Bacteria,Paenibacillus tuaregi,wget https://gmpsdb.cn/api/download/bacteria/5523/download/ -O BACTERIA_Paenibacillus_tuaregi.tar.gz
Bacteria,Paeniclostridium sordellii,wget https://gmpsdb.cn/api/download/bacteria/5524/download/ -O BACTERIA_Paeniclostridium_sordellii.tar.gz
Bacteria,Pantoea agglomerans,wget https://gmpsdb.cn/api/download/bacteria/5525/download/ -O BACTERIA_Pantoea_agglomerans.tar.gz
Bacteria,Pantoea sp. FDAARGOS_194,wget https://gmpsdb.cn/api/download/bacteria/5526/download/ -O BACTERIA_Pantoea_sp._FDAARGOS_194.tar.gz
Bacteria,Parabacteroides acidifaciens,wget https://gmpsdb.cn/api/download/bacteria/5527/download/ -O BACTERIA_Parabacteroides_acidifaciens.tar.gz
Bacteria,Parabacteroides distasonis,wget https://gmpsdb.cn/api/download/bacteria/5528/download/ -O BACTERIA_Parabacteroides_distasonis.tar.gz
Bacteria,Parabacteroides faecis,wget https://gmpsdb.cn/api/download/bacteria/5529/download/ -O BACTERIA_Parabacteroides_faecis.tar.gz
Bacteria,Parabacteroides goldsteinii,wget https://gmpsdb.cn/api/download/bacteria/5530/download/ -O BACTERIA_Parabacteroides_goldsteinii.tar.gz
Bacteria,Parabacteroides gordonii,wget https://gmpsdb.cn/api/download/bacteria/5531/download/ -O BACTERIA_Parabacteroides_gordonii.tar.gz
Bacteria,Parabacteroides johnsonii,wget https://gmpsdb.cn/api/download/bacteria/5532/download/ -O BACTERIA_Parabacteroides_johnsonii.tar.gz
Bacteria,Parabacteroides merdae,wget https://gmpsdb.cn/api/download/bacteria/5533/download/ -O BACTERIA_Parabacteroides_merdae.tar.gz
Bacteria,Parabacteroides provencensis,wget https://gmpsdb.cn/api/download/bacteria/5534/download/ -O BACTERIA_Parabacteroides_provencensis.tar.gz
Bacteria,Parabacteroides sp. 2_1_7,wget https://gmpsdb.cn/api/download/bacteria/5535/download/ -O BACTERIA_Parabacteroides_sp._2_1_7.tar.gz
Bacteria,Parabacteroides sp. 20_3,wget https://gmpsdb.cn/api/download/bacteria/5536/download/ -O BACTERIA_Parabacteroides_sp._20_3.tar.gz
Bacteria,Parabacteroides sp. AF18-52,wget https://gmpsdb.cn/api/download/bacteria/5537/download/ -O BACTERIA_Parabacteroides_sp._AF18-52.tar.gz
Bacteria,Parabacteroides sp. D13,wget https://gmpsdb.cn/api/download/bacteria/5538/download/ -O BACTERIA_Parabacteroides_sp._D13.tar.gz
Bacteria,Paraclostridium bifermentans,wget https://gmpsdb.cn/api/download/bacteria/5539/download/ -O BACTERIA_Paraclostridium_bifermentans.tar.gz
Bacteria,Paracoccus yeei,wget https://gmpsdb.cn/api/download/bacteria/5540/download/ -O BACTERIA_Paracoccus_yeei.tar.gz
Bacteria,Paraeggerthella hongkongensis,wget https://gmpsdb.cn/api/download/bacteria/5541/download/ -O BACTERIA_Paraeggerthella_hongkongensis.tar.gz
Bacteria,Paraprevotella clara,wget https://gmpsdb.cn/api/download/bacteria/5542/download/ -O BACTERIA_Paraprevotella_clara.tar.gz
Bacteria,Paraprevotella xylaniphila,wget https://gmpsdb.cn/api/download/bacteria/5543/download/ -O BACTERIA_Paraprevotella_xylaniphila.tar.gz
Bacteria,Parasutterella excrementihominis,wget https://gmpsdb.cn/api/download/bacteria/5544/download/ -O BACTERIA_Parasutterella_excrementihominis.tar.gz
Bacteria,Parvimonas micra,wget https://gmpsdb.cn/api/download/bacteria/5545/download/ -O BACTERIA_Parvimonas_micra.tar.gz
Bacteria,Pediococcus acidilactici,wget https://gmpsdb.cn/api/download/bacteria/5546/download/ -O BACTERIA_Pediococcus_acidilactici.tar.gz
Bacteria,Pediococcus pentosaceus,wget https://gmpsdb.cn/api/download/bacteria/5547/download/ -O BACTERIA_Pediococcus_pentosaceus.tar.gz
Bacteria,Pelistega indica,wget https://gmpsdb.cn/api/download/bacteria/5548/download/ -O BACTERIA_Pelistega_indica.tar.gz
Bacteria,Peptacetobacter hiranonis,wget https://gmpsdb.cn/api/download/bacteria/5549/download/ -O BACTERIA_Peptacetobacter_hiranonis.tar.gz
Bacteria,Peptoniphilus grossensis ph5,wget https://gmpsdb.cn/api/download/bacteria/5550/download/ -O BACTERIA_Peptoniphilus_grossensis_ph5.tar.gz
Bacteria,Peptoniphilus harei,wget https://gmpsdb.cn/api/download/bacteria/5551/download/ -O BACTERIA_Peptoniphilus_harei.tar.gz
Bacteria,Peptoniphilus indolicus,wget https://gmpsdb.cn/api/download/bacteria/5552/download/ -O BACTERIA_Peptoniphilus_indolicus.tar.gz
Bacteria,Peptoniphilus lacrimalis,wget https://gmpsdb.cn/api/download/bacteria/5553/download/ -O BACTERIA_Peptoniphilus_lacrimalis.tar.gz
Bacteria,Peptoniphilus obesi,wget https://gmpsdb.cn/api/download/bacteria/5554/download/ -O BACTERIA_Peptoniphilus_obesi.tar.gz
Bacteria,Peptoniphilus phoceensis,wget https://gmpsdb.cn/api/download/bacteria/5555/download/ -O BACTERIA_Peptoniphilus_phoceensis.tar.gz
Bacteria,Peptoniphilus senegalensis,wget https://gmpsdb.cn/api/download/bacteria/5556/download/ -O BACTERIA_Peptoniphilus_senegalensis.tar.gz
Bacteria,Peptoniphilus timonensis,wget https://gmpsdb.cn/api/download/bacteria/5557/download/ -O BACTERIA_Peptoniphilus_timonensis.tar.gz
Bacteria,Peptostreptococcus anaerobius,wget https://gmpsdb.cn/api/download/bacteria/5558/download/ -O BACTERIA_Peptostreptococcus_anaerobius.tar.gz
Bacteria,Peptostreptococcus stomatis,wget https://gmpsdb.cn/api/download/bacteria/5559/download/ -O BACTERIA_Peptostreptococcus_stomatis.tar.gz
Bacteria,Peribacillus simplex,wget https://gmpsdb.cn/api/download/bacteria/5560/download/ -O BACTERIA_Peribacillus_simplex.tar.gz
Bacteria,Phascolarctobacterium faecium,wget https://gmpsdb.cn/api/download/bacteria/5561/download/ -O BACTERIA_Phascolarctobacterium_faecium.tar.gz
Bacteria,Phascolarctobacterium succinatutens,wget https://gmpsdb.cn/api/download/bacteria/5562/download/ -O BACTERIA_Phascolarctobacterium_succinatutens.tar.gz
Bacteria,Phocaeicola coprocola,wget https://gmpsdb.cn/api/download/bacteria/5563/download/ -O BACTERIA_Phocaeicola_coprocola.tar.gz
